#Sequence ID	name	method	country	date	latlon	latitude	longitude	locality	lat_lon
Roma|20130101|Italy|753	SRA Sample SRR4074332 13	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Dallas|20140616|USA|17	SRA Sample SRR3160438 17	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Roma|20130101|Italy|953	SRA Sample SRR4074332 213	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Division_No_18|20101001|Canada|98	SRA Sample SRR1554402 64	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Lanzhou_Shi|20120101|China|89	SRA Sample ERR589737 8	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lincoln|20121005|USA|9	SRA Sample SRR3737026 9	haplotype called by gretel version 0.0.8	USA	20121005	40.829,-96.667	40.829	-96.667	Lincoln	40.829 N 96.667 W
Roma|20130101|Italy|969	SRA Sample SRR4074332 229	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|584	SRA Sample SRR4074260 579	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Madrid|20090101|Spain|40	SRA Sample ERR209793 10	haplotype called by gretel version 0.0.8	Spain	20090101	40.463667,-3.74922	40.463667	-3.74922	Madrid	
Roma|20130101|Italy|1124	SRA Sample SRR4074314 8	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20130101|China|44	SRA Sample ERR1578694 44	haplotype called by gretel version 0.0.8	China	20130101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Kjellerup|20090101|Denmark|116	SRA Sample ERR321530 59	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Montreal|20100725|Canada|1	SRA Sample SRR2565742 1	haplotype called by gretel version 0.0.8	Canada	20100725	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Dallas|20140616|USA|125	SRA Sample SRR3160438 125	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Roma|20130101|Italy|330	SRA Sample SRR4074260 325	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Montreal|20100325|Canada|9	SRA Sample SRR2566056 9	haplotype called by gretel version 0.0.8	Canada	20100325	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Lanzhou_Shi|20120101|China|33	SRA Sample ERR589548 1	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|1058	SRA Sample SRR4074332 318	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20110101|China|48	SRA Sample ERR527135 9	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|77	SRA Sample SRR4074260 72	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|566	SRA Sample SRR4074260 561	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|720	SRA Sample ERR321569 18	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|254	SRA Sample SRR4074260 249	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Ghan|20120101|Australia|8	SRA Sample ERR505085 7	haplotype called by gretel version 0.0.8	Australia	20120101	-25.274398,133.775136	-25.274398	133.775136	Ghan	
Kjellerup|20090101|Denmark|426	SRA Sample ERR209509 12	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Evrange|20121019|Luxembourg|1	SRA Sample SRR3313063 1	haplotype called by gretel version 0.0.8	Luxembourg	20121019	49.5,6.2	49.5	6.2	Evrange	49.5 N 6.2 E
Lanzhou_Shi|20140101|China|65	SRA Sample ERR1190648 18	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20110101|China|91	SRA Sample ERR527135 52	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Montreal|20100325|Canada|30	SRA Sample SRR2566056 30	haplotype called by gretel version 0.0.8	Canada	20100325	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Niederdorla|20121109|Germany|6	SRA Sample SRR1237782 6	haplotype called by gretel version 0.0.8	Germany	20121109	51.165691,10.451526	51.165691	10.451526	Niederdorla	
Kjellerup|20090101|Denmark|82	SRA Sample ERR321530 25	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Lanzhou_Shi|20140101|China|44	SRA Sample ERR1190555 19	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|863	SRA Sample SRR4074332 123	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Madrid|20090101|Spain|15	SRA Sample ERR209824 1	haplotype called by gretel version 0.0.8	Spain	20090101	40.463667,-3.74922	40.463667	-3.74922	Madrid	
Roma|20130101|Italy|820	SRA Sample SRR4074332 80	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Niederdorla|20120601|Germany|1	SRA Sample ERR748085 1	haplotype called by gretel version 0.0.8	Germany	20120601	51.165691,10.451526	51.165691	10.451526	Niederdorla	
Independence|20120705|USA|7	SRA Sample SRR2940946 2	haplotype called by gretel version 0.0.8	USA	20120705	37.09024,-95.712891	37.09024	-95.712891	Independence	
Zhongshan_Shi|20110101|China|6	SRA Sample SRR1535303 1	haplotype called by gretel version 0.0.8	China	20110101	22.55,113.24	22.55	113.24	Zhongshan Shi	22.55 N 113.24 E
Kjellerup|20090101|Denmark|481	SRA Sample ERR525813 7	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Dallas|20140616|USA|52	SRA Sample SRR3160438 52	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Kjellerup|20090101|Denmark|749	SRA Sample ERR321621 18	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Houston|20130101|USA|4	SRA Sample SRR4032472 4	haplotype called by gretel version 0.0.8	USA	20130101	29.77152983140313,-95.2212444414063	29.77152983140313	-95.2212444414063	Houston	29.77152983140313 N 95.22124444140628 W
Lanzhou_Shi|20110101|China|10	SRA Sample ERR527104 1	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20140101|China|78	SRA Sample ERR1190648 31	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20110101|China|138	SRA Sample ERR527135 99	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Dallas|20140616|USA|11	SRA Sample SRR3160438 11	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Niederdorla|20100201|Germany|3	SRA Sample SRR2155374 3	haplotype called by gretel version 0.0.8	Germany	20100201	51.165691,10.451526	51.165691	10.451526	Niederdorla	
Roma|20130101|Italy|607	SRA Sample SRR4074260 602	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20120101|China|181	SRA Sample ERR589824 2	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|440	SRA Sample SRR4074260 435	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|793	SRA Sample SRR4074332 53	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Baltimore|20140609|USA|2	SRA Sample SRR4435717 2	haplotype called by gretel version 0.0.8	USA	20140609	39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	39.288462639338995 N 76.62594594061375 W
Kjellerup|20090101|Denmark|169	SRA Sample ERR321483 28	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Lanzhou_Shi|20110101|China|85	SRA Sample ERR527135 46	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|685	SRA Sample SRR4074260 680	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|92	SRA Sample SRR4074260 87	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|321	SRA Sample SRR4074260 316	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|309	SRA Sample ERR321523 41	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|623	SRA Sample ERR525967 2	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Division_No_18|20101001|Canada|68	SRA Sample SRR1554402 34	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Zhuhai_Shi|20140401|Hong_Kong|3	SRA Sample SRR2043641 3	haplotype called by gretel version 0.0.8	Hong Kong	20140401	22.15,114.10	22.15	114.10	Zhuhai Shi	22.15 N 114.10 E
Lanzhou_Shi|20110101|China|115	SRA Sample ERR527135 76	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Kjellerup|20090101|Denmark|682	SRA Sample ERR321574 16	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|595	SRA Sample ERR321572 29	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|692	SRA Sample SRR4074260 687	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20140101|China|81	SRA Sample ERR1190643 3	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|902	SRA Sample SRR4074332 162	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|456	SRA Sample SRR4074260 451	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|168	SRA Sample SRR4074260 163	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Xilinguole_Meng|20101001|China|3	SRA Sample SRR3993056 3	haplotype called by gretel version 0.0.8	China	20101001	43.95,116.35	43.95	116.35	Xilinguole Meng	43.95 N 116.35 E
Roma|20130101|Italy|42	SRA Sample SRR4074260 37	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Zhuhai_Shi|20140401|Hong_Kong|18	SRA Sample SRR2043641 18	haplotype called by gretel version 0.0.8	Hong Kong	20140401	22.15,114.10	22.15	114.10	Zhuhai Shi	22.15 N 114.10 E
Girona|20141125|Spain|6	SRA Sample SRR2097333 6	haplotype called by gretel version 0.0.8	Spain	20141125	42.025312,2.831897	42.025312	2.831897	Girona	42.025312 N 2.831897 E
Roma|20130101|Italy|1032	SRA Sample SRR4074332 292	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20110101|China|179	SRA Sample ERR527135 140	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Stegen|20121206|Germany|1	SRA Sample SRR1616982 1	haplotype called by gretel version 0.0.8	Germany	20121206	48,8	48	8	Stegen	48 N 8 E
Roma|20130101|Italy|1101	SRA Sample SRR4074332 361	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|69	SRA Sample SRR4074260 64	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|141	SRA Sample ERR321530 84	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|495	SRA Sample ERR321275 7	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Courtaboeuf_Cedex|20050101|France|88	SRA Sample ERR479235 4	haplotype called by gretel version 0.0.8	France	20050101	46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	
Roma|20130101|Italy|525	SRA Sample SRR4074260 520	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|660	SRA Sample SRR4074260 655	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Montreal|20100325|Canada|108	SRA Sample SRR2566056 108	haplotype called by gretel version 0.0.8	Canada	20100325	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Kjellerup|20090101|Denmark|526	SRA Sample ERR321275 38	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Niederdorla|20120101|Germany|3	SRA Sample ERR479475 3	haplotype called by gretel version 0.0.8	Germany	20120101	51.165691,10.451526	51.165691	10.451526	Niederdorla	
Roma|20130101|Italy|224	SRA Sample SRR4074260 219	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|740	SRA Sample SRR4074260 735	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20120101|China|132	SRA Sample ERR1018235 13	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Montreal|20100325|Canada|138	SRA Sample SRR2566056 138	haplotype called by gretel version 0.0.8	Canada	20100325	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Dallas|20140616|USA|129	SRA Sample SRR3160438 129	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Kjellerup|20090101|Denmark|691	SRA Sample ERR321559 1	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Division_No_18|20101001|Canada|85	SRA Sample SRR1554402 51	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Montreal|20100715|Canada|3	SRA Sample SRR2583984 3	haplotype called by gretel version 0.0.8	Canada	20100715	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Montreal|20100715|Canada|11	SRA Sample SRR2583972 4	haplotype called by gretel version 0.0.8	Canada	20100715	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Kjellerup|20090101|Denmark|102	SRA Sample ERR321530 45	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|476	SRA Sample SRR4074260 471	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Division_No_18|20101001|Canada|104	SRA Sample SRR1554402 70	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Roma|20130101|Italy|25	SRA Sample SRR4074260 20	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20110101|China|97	SRA Sample ERR527135 58	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Dallas|20140616|USA|215	SRA Sample SRR3160438 215	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Roma|20130101|Italy|676	SRA Sample SRR4074260 671	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Dallas|20140616|USA|130	SRA Sample SRR3160438 130	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Roma|20130101|Italy|541	SRA Sample SRR4074260 536	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|537	SRA Sample SRR4074260 532	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|159	SRA Sample ERR321483 18	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|910	SRA Sample SRR4074332 170	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|603	SRA Sample SRR4074260 598	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|908	SRA Sample SRR4074332 168	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|406	SRA Sample ERR414235 32	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|590	SRA Sample ERR321572 24	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Montreal|20100416|Canada|5	SRA Sample SRR2566059 5	haplotype called by gretel version 0.0.8	Canada	20100416	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Roma|20130101|Italy|519	SRA Sample SRR4074260 514	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|1057	SRA Sample SRR4074332 317	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|622	SRA Sample ERR525967 1	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Lanzhou_Shi|20110101|China|53	SRA Sample ERR527135 14	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20110101|China|165	SRA Sample ERR527135 126	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Dallas|20140616|USA|66	SRA Sample SRR3160438 66	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Lincoln|20121005|USA|6	SRA Sample SRR3737026 6	haplotype called by gretel version 0.0.8	USA	20121005	40.829,-96.667	40.829	-96.667	Lincoln	40.829 N 96.667 W
Roma|20130101|Italy|817	SRA Sample SRR4074332 77	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|400	SRA Sample ERR414235 26	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
