#Sequence ID	name	date	primer	latlon	latitude	longitude	locality	country	note	address	altitude	sample_number	location	type	sex	site	yearmonth	source	volunteer	sampletype	sampleid	notes	sample_date	method	lat_lon
Kjellerup_20090101_Denmark_729	SRA Sample ERR321327 1	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Shanghai_20160320_China_12	Quan Primer C	20160320		31.2974197,121.5014291	31.2974197	121.5014291	Shanghai	China		220 Handan Rd, Yangpu, Shanghai, China															
Evrange_20120907_Luxembourg_4	SRA Sample SRR3313044 4	20120907		49.5,6.2	49.5	6.2	Evrange	Luxembourg																haplotype called by gretel version 0.0.8	49.5 N 6.2 E
Amman_20170421_Jordan_4	Mazankova primer C sample 237 20170421	20170421		31.9454,35.9284	31.9454	35.9284	Amman	Jordan				237													
Madrid_20090101_Spain_35	SRA Sample ERR209793 5	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid	Spain																haplotype called by gretel version 0.0.8	
Altanbulag_20101001_Mongolia_1	SRA Sample SRR3993023 1	20101001		47.30,106.15	47.30	106.15	Altanbulag	Mongolia																haplotype called by gretel version 0.0.8	47.30 N 106.15 E
Roma_20130101_Italy_796	SRA Sample SRR4074332 56	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_674	SRA Sample SRR4074260 669	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Montreal_20100325_Canada_92	SRA Sample SRR2566056 92	20100325		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Kjellerup_20090101_Denmark_311	SRA Sample ERR321523 43	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Riga_20160201_Latvia_1	31.Latvia.Riga.01-02-2016	20160201		56.9496487,24.1051865	56.9496487	24.1051865	Riga	Latvia														crAssphage_C 1-1238 (100%) aligns to NODE_148_length_21876_cov_34.8783 14499-15736 with 99.111% identity			
Kjellerup_20090101_Denmark_405	SRA Sample ERR414235 31	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Madrid_20090101_Spain_59	SRA Sample ERR209793 29	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid	Spain																haplotype called by gretel version 0.0.8	
Division_No_18_20101001_Canada_68	SRA Sample SRR1554402 34	20101001		56.130366,-106.346771	56.130366	-106.346771	Division No. 18	Canada																haplotype called by gretel version 0.0.8	
Evrange_20121018_Luxembourg_20	SRA Sample SRR3313045 20	20121018		49.5,6.2	49.5	6.2	Evrange	Luxembourg																haplotype called by gretel version 0.0.8	49.5 N 6.2 E
Baltimore_20140608_USA_49	SRA Sample SRR4435814 47	20140608		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi_20120101_China_95	SRA Sample ERR589737 14	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Khartoum_20170421_Sudan_1	Mazankova primer C sample 267 20170421	20170421		15.5007,32.5599	15.5007	32.5599	Khartoum	Sudan				267											20160302		
Montreal_20100325_Canada_70	SRA Sample SRR2566056 70	20100325		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Kjellerup_20090101_Denmark_207	SRA Sample ERR321643 2	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_558	SRA Sample ERR414307 1	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Evrange_20121018_Luxembourg_30	SRA Sample SRR3313045 30	20121018		49.5,6.2	49.5	6.2	Evrange	Luxembourg																haplotype called by gretel version 0.0.8	49.5 N 6.2 E
Division_No_18_20101001_Canada_104	SRA Sample SRR1554402 70	20101001		56.130366,-106.346771	56.130366	-106.346771	Division No. 18	Canada																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_659	SRA Sample SRR4074260 654	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_507	SRA Sample ERR321275 19	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_40	SRA Sample ERR527135 1	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_182	SRA Sample ERR1018252 1	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Montreal_20100325_Canada_68	SRA Sample SRR2566056 68	20100325		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Zerdab_20071016_Azerbaijan_1	Cinek lab sample 343 C 20071016	20071016		40.143105,47.576927	40.143105	47.576927	Zerdab	Azerbaijan	Assembly of 4 reads: 343_C_intF.ab1 (reversed), 343_C_r.ab1, 343_C_f.ab1 (reversed), 343_C_intR.ab1						f										
Kjellerup_20090101_Denmark_541	SRA Sample ERR321275 53	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_7	SRA Sample ERR589787 1	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_306	SRA Sample ERR321523 38	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_428	SRA Sample SRR4074260 423	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_477	SRA Sample SRR4074260 472	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_495	SRA Sample SRR4074260 490	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_1043	SRA Sample SRR4074332 303	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Niederdorla_20101101_Germany_4	SRA Sample SRR2155309 4	20101101		51.165691,10.451526	51.165691	10.451526	Niederdorla	Germany																haplotype called by gretel version 0.0.8	
Evrange_20120921_Luxembourg_9	SRA Sample SRR3313062 9	20120921		49.5,6.2	49.5	6.2	Evrange	Luxembourg																haplotype called by gretel version 0.0.8	49.5 N 6.2 E
Montreal_20100325_Canada_116	SRA Sample SRR2566056 116	20100325		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Lanzhou_Shi_20120101_China_143	SRA Sample ERR1018195 10	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Dallas_20140616_USA_109	SRA Sample SRR3160438 109	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Niederdorla_20101101_Germany_21	SRA Sample SRR2155309 21	20101101		51.165691,10.451526	51.165691	10.451526	Niederdorla	Germany																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_1134	SRA Sample SRR4074296 5	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_35	SRA Sample ERR527073 17	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20140101_China_60	SRA Sample ERR1190648 13	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_108	SRA Sample SRR4074260 103	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Zhongshan_Shi_20110101_China_13	SRA Sample SRR1535303 8	20110101		22.55,113.24	22.55	113.24	Zhongshan Shi	China																haplotype called by gretel version 0.0.8	22.55 N 113.24 E
Kjellerup_20090101_Denmark_481	SRA Sample ERR525813 7	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_954	SRA Sample SRR4074332 214	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_620	SRA Sample SRR4074260 615	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_958	SRA Sample SRR4074332 218	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_601	SRA Sample ERR209194 1	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_51	SRA Sample ERR209515 6	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20130101_China_68	SRA Sample ERR1578693 15	20130101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Zhongshan_Shi_20110101_China_2	SRA Sample SRR1535306 2	20110101		22.55,113.24	22.55	113.24	Zhongshan Shi	China																haplotype called by gretel version 0.0.8	22.55 N 113.24 E
Montreal_20101118_Canada_67	SRA Sample SRR2565925 67	20101118		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Roma_20130101_Italy_686	SRA Sample SRR4074260 681	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_52	SRA Sample SRR4074260 47	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20140101_China_73	SRA Sample ERR1190648 26	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_46	SRA Sample ERR209515 1	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Escondido_20160901_USA_1	Escondido Primer C Site 1 20160901	20160901		33.105788,-117.114064	33.105788	-117.114064	Escondido	USA		Water Quality Testing, 1521 S. Hale Avenue Escondido, CA 92029, USA						1	201609								
Roma_20130101_Italy_572	SRA Sample SRR4074260 567	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Montreal_20100430_Canada_1	SRA Sample SRR2565543 1	20100430		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Houston_20130101_USA_20	SRA Sample SRR4032470 9	20130101		29.77152983140313,-95.2212444414063	29.77152983140313	-95.2212444414063	Houston	USA																haplotype called by gretel version 0.0.8	29.77152983140313 N 95.22124444140628 W
Division_No_18_20101001_Canada_35	SRA Sample SRR1554402 1	20101001		56.130366,-106.346771	56.130366	-106.346771	Division No. 18	Canada																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_367	SRA Sample SRR4074260 362	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_191	SRA Sample ERR1018191 8	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Dallas_20140616_USA_205	SRA Sample SRR3160438 205	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Calgary_20160201_Canada_1	22a.Canada.Calgary.01-02-2016	20160201		51.0486151,-114.0708459	51.0486151	-114.0708459	Calgary	Canada														crAssphage_C 1-1238 (100%) aligns to NODE_507_length_22046_cov_46.809 6716-5479 with 98.546% identity			
Roma_20130101_Italy_680	SRA Sample SRR4074260 675	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_969	SRA Sample SRR4074332 229	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Evrange_20120921_Luxembourg_4	SRA Sample SRR3313062 4	20120921		49.5,6.2	49.5	6.2	Evrange	Luxembourg																haplotype called by gretel version 0.0.8	49.5 N 6.2 E
Lanzhou_Shi_20140101_China_20	SRA Sample ERR1190968 10	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_618	SRA Sample SRR4074260 613	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Montreal_20100416_Canada_20	SRA Sample SRR2566059 20	20100416		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Roma_20130101_Italy_692	SRA Sample SRR4074260 687	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20140101_China_91	SRA Sample ERR1190714 3	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Montreal_20101118_Canada_2	SRA Sample SRR2565925 2	20101118		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Zhongshan_Shi_20110101_China_7	SRA Sample SRR1535303 2	20110101		22.55,113.24	22.55	113.24	Zhongshan Shi	China																haplotype called by gretel version 0.0.8	22.55 N 113.24 E
Lanzhou_Shi_20120101_China_127	SRA Sample ERR1018235 8	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_102	SRA Sample ERR321530 45	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_38	SRA Sample ERR526073 1	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_316	SRA Sample ERR321523 48	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Montreal_20100325_Canada_126	SRA Sample SRR2566056 126	20100325		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Lanzhou_Shi_20140101_China_33	SRA Sample ERR1190555 8	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20140101_China_65	SRA Sample ERR1190648 18	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_540	SRA Sample SRR4074260 535	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Baltimore_20140608_USA_35	SRA Sample SRR4435814 33	20140608		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi_20140101_China_86	SRA Sample ERR1190712 5	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_426	SRA Sample ERR209509 12	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_1063	SRA Sample SRR4074332 323	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Baltimore_20140608_USA_45	SRA Sample SRR4435814 43	20140608		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi_20110101_China_221	SRA Sample ERR528336 5	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Dallas_20140616_USA_47	SRA Sample SRR3160438 47	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
